t_wall_iso,t_elapsed_s,frame_ag_two,cumulativeRewardAgent,cumulativeRewardAverage_two,epsilon_two,hits_counter,episodes
2025-11-18T20:42:32,4.301,130,-0.9083704995992252,-0.009083704995992252,0.99997549,0,1
2025-11-18T20:42:32,4.571,781,-0.7663340880813336,-0.01674704587680559,0.9998518,1,2
2025-11-18T20:42:32,4.623,912,-0.9109020785465936,-0.025856066662271523,0.99982691,0,3
2025-11-18T20:42:32,4.887,1563,-0.7588152910888525,-0.033444219573160044,0.99970322,1,4
2025-11-18T20:42:32,4.938,1694,-0.8981201236593754,-0.042425420809753804,0.99967833,0,5
2025-11-18T20:42:37,9.189,1824,-0.8982201236593754,-0.05140762204634756,0.99965363,0,6
2025-11-18T20:42:37,9.244,1955,-0.9233080935841875,-0.06064070298218944,0.99962874,0,7
2025-11-18T20:42:37,9.496,2606,-0.7412598968810805,-0.06805330195100025,0.99950505,1,8
2025-11-18T20:42:37,9.549,2737,-0.8906013266668943,-0.07695931521766919,0.99948016,0,9
2025-11-18T20:42:37,9.979,2868,-0.9082107034082937,-0.08604142225175213,0.99945527,0,10
2025-11-18T20:42:42,14.074,2998,-0.8907013266668944,-0.09494843551842108,0.99943057,0,11
2025-11-18T20:42:42,14.141,3129,-0.9056389206518567,-0.10400482472493965,0.99940568,0,12
2025-11-18T20:42:42,14.19,3260,-0.9134738613030305,-0.11313956333796994,0.99938079,0,13
2025-11-18T20:42:42,14.239,3391,-0.8931731094233313,-0.12207129443220327,0.9993559,0,14
2025-11-18T20:42:42,14.485,4042,-0.7663340880813336,-0.1297346353130166,0.99923221,1,15
2025-11-18T20:42:46,18.683,4172,-0.9083107034082938,-0.13881774234709954,0.99920751,0,16
2025-11-18T20:42:46,18.735,4303,-0.9281953116293002,-0.14809969546339252,0.99918262,0,17
2025-11-18T20:42:46,18.787,4434,-0.9232482973932561,-0.15733217843732508,0.99915773,0,18
2025-11-18T20:42:46,18.833,4565,-0.9206765146368191,-0.16653894358369328,0.99913284,0,19
2025-11-18T20:42:46,18.877,4696,-0.9281953116293002,-0.17582089669998627,0.99910795,0,20
2025-11-18T20:42:51,23.224,5346,-0.7416220580061457,-0.18323711728004774,0.99898445,1,21
2025-11-18T20:42:51,23.271,5477,-0.9206765146368191,-0.19244388242641594,0.99895956,0,22
2025-11-18T20:42:51,23.32,5608,-0.8932329056142627,-0.20137621148255858,0.99893467,0,23
2025-11-18T20:42:51,23.37,5739,-0.9056389206518567,-0.21043260068907713,0.99890978,0,24
2025-11-18T20:42:51,23.42,5870,-0.9307670943857372,-0.2197402716329345,0.99888489,0,25
2025-11-18T20:42:55,27.812,6520,-0.7491408549986268,-0.22723168018292075,0.99876139,1,26
2025-11-18T20:42:55,27.932,6651,-0.8984362673180681,-0.23621604285610143,0.9987365,0,27
2025-11-18T20:42:56,28.376,7822,-0.6019010817769317,-0.24223505367387077,0.99851401,2,28
2025-11-18T20:42:56,28.428,7953,-0.8931731094233313,-0.25116678476810406,0.99848912,0,29
2025-11-18T20:42:56,28.476,8084,-0.9307670943857372,-0.26047445571196143,0.99846423,0,30
2025-11-18T20:43:00,32.721,8214,-0.8933329056142627,-0.26940778476810406,0.99843953,0,31
2025-11-18T20:43:00,32.769,8345,-0.9281953116293002,-0.27868973788439705,0.99841464,0,32
2025-11-18T20:43:00,32.819,8476,-0.9006919064158124,-0.2876966569485552,0.99838975,0,33
2025-11-18T20:43:00,32.865,8607,-0.8931731094233313,-0.29662838804278846,0.99836486,0,34
2025-11-18T20:43:00,32.917,8738,-0.9232482973932561,-0.30586087101672105,0.99833997,0,35
2025-11-18T20:43:05,37.067,8868,-0.9007919064158125,-0.31486879008087915,0.99831527,0,36
2025-11-18T20:43:05,37.116,8999,-0.9206765146368191,-0.32407555522724735,0.99829038,0,37
2025-11-18T20:43:05,37.165,9130,-0.9209926582955117,-0.33328548181020246,0.99826549,0,38
2025-11-18T20:43:05,37.213,9261,-0.8882858913782185,-0.3421683407239846,0.9982406,0,39
2025-11-18T20:43:05,37.262,9392,-0.8906013266668943,-0.35107435399065356,0.99821571,0,40
